accounted_update_noise_multiplier,actual_local_batches,actual_optimizer_steps,client_id,communication_volume,deadline_satisfied,edge_id,epsilon_used,fast_response_client,fast_response_deadline,feasible,feasible_memory,feasible_privacy,feasible_resource,feasible_risk,feasible_time,feature_dp_events,feature_epsilon,global_release_required,has_feasible_candidate,local_training_epochs,mechanisms,memory_capacity,memory_requirement,mode,omega_feature_clip_excess_sq,policy,pre_aggregation_time,projected_feature_epsilon,projected_update_epsilon,remaining_epsilon,risk,round,selected_update_noise_multiplier,time,update_dp_events,update_epsilon,update_mechanism,update_protection_goal
,3,3,58,60.926568,,8,0.0,False,,True,True,True,True,True,True,0,0.0,0,True,3,L_C_emb:none;L_C_grad:none,1.8813699941523465,0.5374833333333333,LIC,,dynamic_mode_fixed_privacy,7.590083545497736,0.0,0.0,8.0,0.0,0,,26.245505678921283,0,0.0,none,packet_protection
,3,3,59,60.926568,,9,0.0,False,,True,True,True,True,True,True,0,0.0,0,True,3,L_C_emb:none;L_C_grad:none,1.0079643620644898,0.53805,LIC,,dynamic_mode_fixed_privacy,10.356443518742859,0.0,0.0,8.0,0.0,0,,34.07245910846114,0,0.0,none,packet_protection
,3,3,60,60.926568,,0,0.0,False,,True,True,True,True,True,True,0,0.0,0,True,3,L_C_emb:none;L_C_grad:none,0.915367883433331,0.5372,LIC,,dynamic_mode_fixed_privacy,9.912593608826759,0.0,0.0,8.0,0.0,0,,33.55868702127127,0,0.0,none,packet_protection
6.911200311588957,3,3,61,404.32817471999994,,1,0.7047879795216052,False,,True,True,True,True,True,True,0,0.0,0,True,3,L_E_upd:dp_he3,1.663020517394065,0.947,LIIE,,dynamic_mode_fixed_privacy,72.33692725677227,0.0,0.7047879795216052,7.295212020478395,0.0464,0,6.911200311588957,83.59949730445159,1,0.7047879795216052,dp_he3,packet_protection
,3,3,62,60.926568,,2,0.0,False,,True,True,True,True,True,True,0,0.0,0,True,3,L_C_emb:none;L_C_grad:none,1.2711442061474538,0.5372,LIC,,dynamic_mode_fixed_privacy,9.565954704550583,0.0,0.0,8.0,0.0,0,,31.499897022668804,0,0.0,none,packet_protection
,3,3,63,89.453136,,3,0.0,False,,True,True,True,True,False,True,0,0.0,0,True,3,L_E_upd:none,1.4309148880902602,0.9474999999999999,LIIE,,dynamic_mode_fixed_privacy,10.960841899092854,0.0,0.0,8.0,0.58,0,,21.631652320614837,0,0.0,none,packet_protection
,3,3,64,60.926568,,4,0.0,False,,True,True,True,True,True,True,0,0.0,0,True,3,L_C_emb:none;L_C_grad:none,1.8405891045455842,0.53635,LIC,,dynamic_mode_fixed_privacy,9.055070168204525,0.0,0.0,8.0,0.0,0,,27.260546411941483,0,0.0,none,packet_protection
,3,3,65,60.926568,,5,0.0,False,,True,True,True,True,True,True,0,0.0,0,True,3,L_C_emb:none;L_C_grad:none,0.8367898073613169,0.5372,LIC,,dynamic_mode_fixed_privacy,9.858656269971796,0.0,0.0,8.0,0.0,0,,33.998764563111266,0,0.0,none,packet_protection
,3,3,66,60.926568,,6,0.0,False,,True,True,True,True,True,True,0,0.0,0,True,3,L_C_emb:none;L_C_grad:none,1.8093775561702643,0.5372,LIC,,dynamic_mode_fixed_privacy,8.380127211505197,0.0,0.0,8.0,0.0,0,,27.42853027252026,0,0.0,none,packet_protection
,3,3,67,60.926568,,7,0.0,False,,True,True,True,True,True,True,0,0.0,0,True,3,L_C_emb:none;L_C_grad:none,1.7349815617663098,0.5369166666666667,LIC,,dynamic_mode_fixed_privacy,9.325313611536941,0.0,0.0,8.0,0.0,0,,34.898190596821685,0,0.0,none,packet_protection
,3,3,68,60.926568,,8,0.0,False,,True,True,True,True,True,True,0,0.0,0,True,3,L_C_emb:none;L_C_grad:none,1.6746949941761489,0.5374833333333333,LIC,,dynamic_mode_fixed_privacy,7.959613699263036,0.0,0.0,8.0,0.0,0,,26.00535179541764,0,0.0,none,packet_protection
,3,3,69,60.926568,,9,0.0,False,,True,True,True,True,True,True,0,0.0,0,True,3,L_C_emb:none;L_C_grad:none,0.9742087513577001,0.53805,LIC,,dynamic_mode_fixed_privacy,9.916253405666,0.0,0.0,8.0,0.0,0,,30.987348677479005,0,0.0,none,packet_protection
,3,3,70,60.926568,,0,0.0,False,,True,True,True,True,True,True,0,0.0,0,True,3,L_E_emb:none;L_E_grad:none,2.208645096509279,0.5688,LIE,,dynamic_mode_fixed_privacy,5.130047124435974,0.0,0.0,8.0,0.0,0,,13.222884155313729,0,0.0,none,packet_protection
,3,3,71,60.926568,,1,0.0,False,,True,True,True,True,True,True,0,0.0,0,True,3,L_C_emb:none;L_C_grad:none,1.826628304645198,0.5366333333333334,LIC,,dynamic_mode_fixed_privacy,9.715383907636872,0.0,0.0,8.0,0.0,0,,34.42040042753877,0,0.0,none,packet_protection
,3,3,72,60.926568,,2,0.0,False,,True,True,True,True,True,True,0,0.0,0,True,3,L_C_emb:none;L_C_grad:none,0.699842775864906,0.5372,LIC,,dynamic_mode_fixed_privacy,8.668478407233726,0.0,0.0,8.0,0.0,0,,33.11481599192112,0,0.0,none,packet_protection
,3,3,73,60.926568,,3,0.0,False,,True,True,True,True,True,True,0,0.0,0,True,3,L_C_emb:none;L_C_grad:none,1.949324494891817,0.5366333333333334,LIC,,dynamic_mode_fixed_privacy,9.179523952096792,0.0,0.0,8.0,0.0,0,,26.500585020803058,0,0.0,none,packet_protection
6.911200311588957,3,3,74,89.453136,,4,0.7047879795216052,False,,True,True,True,True,True,True,0,0.0,0,True,3,L_E_upd:dp,2.373369464974584,0.946,LIIE,,dynamic_mode_fixed_privacy,9.041642592922749,0.0,0.7047879795216052,7.295212020478395,0.24359999999999998,0,6.911200311588957,16.98915995269639,1,0.7047879795216052,dp,packet_protection
,3,3,75,404.32817471999994,,5,0.0,False,,True,True,True,True,True,True,0,0.0,0,True,3,L_E_upd:he3,1.0329957754014922,0.9474999999999999,LIIE,,dynamic_mode_fixed_privacy,74.15267395994007,0.0,0.0,8.0,0.0696,0,,87.1294235893414,0,0.0,he3,packet_protection
